Start Date,2007-01-31 00:00:00,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2007-01-31,14.3824,1.601762,59.685,23.5838,9.7819,31.9083,8.2587,17.6447
2007-02-28,14.0682,1.636165,59.4387,23.4354,9.7586,32.038000000000004,8.129,17.668699999999998
2007-03-30,14.208599999999999,1.634801,60.4717,23.8862,10.0654,32.692800000000005,8.3424,17.939700000000002
2007-04-30,14.823699999999999,1.6565629999999998,63.1491,24.936,10.4425,34.0156,8.7803,18.194000000000003
2007-05-31,15.306199999999999,1.6332239999999998,64.8507,25.6611,10.783399999999999,34.9228,9.0523,18.5005
2007-06-29,15.033499999999998,1.628507,64.1168,25.5559,10.7152,34.5763,9.115,19.0682
2007-07-31,14.5528,1.6483619999999999,62.0582,25.2444,10.6692,33.8226,8.9987,18.7883
2007-08-31,14.7399,1.6592529999999999,61.81,25.304899999999996,10.5394,33.564699999999995,9.083400000000001,18.034200000000002
2007-09-28,15.2675,1.6929830000000001,64.30680000000001,26.6835,11.385399999999999,35.077,9.6196,18.4021
2007-10-31,15.4938,1.7239769999999999,65.6999,27.730300000000003,11.9033,36.1944,9.9248,18.784000000000002
2007-11-30,14.8114,1.736331,62.3925,26.8416,11.3945,34.51,9.6127,18.024
2007-12-31,14.683599999999998,1.729862,61.233900000000006,26.644000000000002,11.492,33.9466,9.5797,18.0695
2008-01-31,13.785499999999999,1.7586279999999999,57.1213,24.3698,10.2777,31.4202,8.775,17.791700000000002
2008-02-29,13.3063,1.7746350000000002,55.8879,24.608,10.468599999999999,31.4421,8.866,18.055699999999998
2008-03-31,13.227,1.781626,55.5194,24.3023,10.329,31.070999999999998,8.7213,17.5788
2008-04-30,13.855899999999998,1.77604,58.273,25.648200000000003,11.017100000000001,32.592600000000004,9.1992,18.2303
2008-05-30,14.003800000000002,1.761517,58.0987,26.4833,11.333900000000002,33.2854,9.415700000000001,18.4281
2008-06-30,12.8,1.75624,52.571400000000004,24.7677,11.1395,30.4223,8.9156,18.346600000000002
2008-07-31,12.673800000000002,1.754053,51.6484,24.002,10.2255,29.539499999999997,8.6397,18.351300000000002
2008-08-29,12.828299999999999,1.719921,51.127399999999994,23.574099999999998,9.9757,29.136799999999997,8.6023,17.658
2008-09-30,11.663599999999999,1.611052,46.012299999999996,20.3417,8.3095,25.4319,7.6545000000000005,16.5564
2008-10-31,9.6875,1.484736,37.4829,16.3992,7.175700000000001,20.1845,6.4993,14.947799999999999
2008-11-28,8.9624,1.5177770000000002,35.4908,15.146500000000001,6.6772,19.012,6.2037,14.492
2008-12-31,9.0325,1.608092,36.5035,15.6855,6.8719,19.9042,6.337999999999999,14.6904
2009-01-30,8.2588,1.5661600000000002,32.3888,14.699300000000001,6.269,18.2163,5.9661,13.9989
2009-02-27,7.3509,1.5346719999999998,28.395100000000003,13.4816,5.6190999999999995,16.3177,5.471900000000001,14.1549
2009-03-31,7.9787,1.556131,30.692800000000002,14.4326,5.924099999999999,17.6331,5.881799999999999,15.3225
2009-04-30,8.7281,1.598717,34.9088,15.7225,6.175,20.0575,6.303999999999999,15.4462
2009-05-29,9.1914,1.693384,38.231500000000004,17.0794,6.504099999999999,22.018,6.849,16.0003
2009-06-30,9.193200000000001,1.724077,37.8096,17.1154,6.4408,21.972600000000003,6.8763,16.4003
2009-07-31,9.8748,1.789337,41.2587,18.4529,6.9682,23.8625,7.3296,16.5218
2009-08-31,10.2063,1.827183,43.71939999999999,18.8702,7.102799999999999,24.9555,7.4914,16.601300000000002
